v_gene,d_gene,j_gene,cdr3_length,v_5p_del,v_3p_del,d_5p_del,d_3p_del,j_5p_del,j_3p_del,vd_insertion,dj_insertion,count
IGHV3-66*03,IGHD3-10*01,IGHJ4*02_F,57,218,1,2,1,9,0,3,8,1
IGHV3-66*01,IGHD6-13*01,IGHJ5*02_F,36,197,1,4,3,14,0,2,4,1
IGHV3-64*04,IGHD6-19*01,IGHJ4*02_F,57,221,0,5,0,2,0,0,15,2
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,1,0,9,5,0,13,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ6*02_F,57,221,0,0,18,5,0,5,1,1
IGHV3-NL1*01,IGHD4/OR15-4b*01,IGHJ5*02_F,57,221,0,4,4,6,0,21,0,1
IGHV3-23*04,IGHD3-22*01,IGHJ3*02_F,57,221,0,0,7,0,0,3,0,1
IGHV3-23*04,IGHD3-16*02,IGHJ4*02_F,57,221,1,5,5,7,0,5,5,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,45,209,2,5,10,3,0,0,6,1
IGHV3-23*04,IGHD5-12*01,IGHJ4*02_F,57,221,0,8,2,2,0,4,14,1
IGHV3-53*01,IGHD5-5*01,IGHJ6*03_F,57,218,1,1,3,1,0,0,0,5
IGHV3-NL1*01,IGHD5-5*01,IGHJ4*02_F,57,221,0,0,4,0,0,4,9,2
IGHV4/OR15-8*03,IGHD3-10*01,IGHJ4*02_F,57,221,1,6,2,4,0,7,4,1
IGHV3-NL1*01,IGHD4-17*01,IGHJ6*02_F,57,221,0,3,3,13,0,9,8,1
IGHV3-33*02,IGHD3-22*01,IGHJ4*02_F,57,221,0,3,0,7,0,3,5,1
IGHV3-23*04,IGHD6-25*01,IGHJ6*03_F,57,221,1,1,9,0,0,0,7,1
IGHV5-51*02,IGHD4-4*01,IGHJ4*02_F,45,209,0,1,0,8,0,1,9,5
IGHV1-69*13,IGHD5-12*01,IGHJ5*02_F,45,209,0,2,8,0,0,1,0,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ3*02_F,57,221,0,5,0,0,0,8,3,1
IGHV3-23*04,IGHD3-16*02,IGHJ4*02_F,57,221,0,13,3,4,0,8,4,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ3*01_F,57,221,2,2,6,0,0,6,0,1
IGHV3-64*04,IGHD6-19*01,IGHJ4*02_F,57,221,0,2,0,2,0,6,6,1
IGHV3-20*91,IGHD2-15*01,IGHJ5*02_F,66,230,1,0,5,1,0,1,10,1
IGHV3-64*04,IGHD3-10*01,IGHJ4*02_F,57,221,2,5,9,8,0,7,15,1
IGHV3-64*04,IGHD3-9*01,IGHJ4*02_F,57,221,0,0,9,4,0,9,2,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,2,9,2,0,11,0,9
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,45,209,0,9,9,2,0,6,0,1
IGHV3-64*04,IGHD3-16*02,IGHJ6*02_F,57,221,1,17,1,9,0,5,0,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ6*03_F,57,221,0,7,1,4,0,3,2,1
IGHV3-64*04,IGHD3-10*01,IGHJ6*03_F,57,221,0,5,12,16,0,16,0,1
IGHV3-NL1*01,IGHD1-14*01,IGHJ6*03_F,57,221,2,2,1,8,0,7,3,1
IGHV3-64*04,IGHD7-27*01,IGHJ6*04_F,45,208,1,1,8,0,1,1,0,1
IGHV3-66*03,IGHD3-3*02,IGHJ6*03_F,57,218,1,7,6,17,0,8,6,1
IGHV3-9*02,IGHD4-23*01,IGHJ6*03_F,45,209,1,3,7,10,0,2,0,1
IGHV3-11*01,IGHD3-22*01,IGHJ4*02_F,45,209,0,9,11,1,0,0,7,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*02_F,57,221,0,8,6,5,0,2,0,1
IGHV3-NL1*01,IGHD2-8*02,IGHJ6*02_F,57,221,0,11,11,4,0,7,2,1
IGHV1-69*13,IGHD5-12*01,IGHJ4*02_F,45,209,0,5,2,0,0,1,0,1
IGHV3-NL1*01,IGHD4-17*01,IGHJ3*01_F,57,221,0,5,1,2,0,5,14,1
IGHV3-23*04,IGHD2-2*02,IGHJ4*02_F,57,221,0,4,1,5,0,7,1,1
IGHV3-64*04,IGHD6-6*01,IGHJ4*02_F,57,221,1,2,0,4,0,4,14,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,57,221,2,3,8,1,0,9,13,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,1,1,0,8,0,8,0,2
IGHV3-64*04,IGHD3-10*01,IGHJ6*02_F,75,239,0,8,6,9,0,14,10,1
IGHV3-h*01,IGHD3-22*01,IGHJ4*02_F,45,206,2,2,10,7,0,7,0,1
IGHV3-66*03,IGHD1-20*01,IGHJ6*02_F,57,218,0,7,0,5,0,7,2,1
IGHV3-23*04,IGHD5-12*01,IGHJ4*02_F,57,221,0,2,0,0,0,4,4,3
IGHV3-23*04,IGHD3-16*02,IGHJ4*02_F,57,221,2,16,6,1,0,10,7,4
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,57,221,1,2,5,0,0,6,0,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ5*02_F,57,221,0,3,7,3,0,0,8,1
IGHV1-3*01,IGHD3-9*01,IGHJ3*02_F,45,209,4,14,4,3,0,6,3,1
IGHV3-23*04,IGHD3-16*01,IGHJ3*02_F,57,221,1,18,0,4,0,6,7,1
IGHV3-23*04,IGHD3-16*02,IGHJ5*02_F,45,209,1,25,6,1,0,10,0,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,57,221,0,0,0,3,0,9,2,1
IGHV3-h*01,IGHD1-26*01,IGHJ3*02_F,45,206,0,0,6,8,0,5,4,1
IGHV3-23*04,IGHD2-15*01,IGHJ5*02_F,57,221,1,10,0,0,0,4,2,1
IGHV3-35*01,IGHD5-12*01,IGHJ6*02_F,57,221,0,6,4,1,0,2,0,1
IGHV3-64*04,IGHD4/OR15-4b*01,IGHJ6*03_F,57,221,0,2,7,2,0,5,1,1
IGHV3-23*04,IGHD3-10*02,IGHJ5*02_F,57,221,2,7,9,1,0,15,0,1
IGHV3-66*03,IGHD3-10*01,IGHJ1*01_F,57,218,1,0,9,3,0,4,3,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,57,221,0,7,4,3,0,4,8,4
IGHV3-23*04,IGHD3-10*01,IGHJ5*02_F,57,221,2,7,5,0,0,9,0,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ3*02_F,57,221,1,13,5,0,0,3,12,1
IGHV3-h*01,IGHD2-21*02,IGHJ6*02_F,45,206,0,10,11,6,0,1,0,1
IGHV3-NL1*01,IGHD5/OR15-5b*01,IGHJ6*03_F,57,221,1,4,4,1,0,1,0,1
IGHV3-23*04,IGHD2-2*03,IGHJ5*02_F,57,221,1,1,6,3,0,2,4,1
IGHV3-NL1*01,IGHD1-1*01,IGHJ4*02_F,57,221,2,4,0,5,0,10,13,1
IGHV3-23*04,IGHD3-10*02,IGHJ6*02_F,57,221,0,9,11,16,0,11,9,3
IGHV3-64*04,IGHD3-10*01,IGHJ6*02_F,57,221,1,10,4,5,0,3,0,2
IGHV3-23*02,IGHD6-13*01,IGHJ4*02_F,36,200,4,8,0,9,0,2,6,1
IGHV3-NL1*01,IGHD4-4*01,IGHJ6*03_F,57,221,2,2,1,2,0,2,3,1
IGHV3-NL1*01,IGHD2/OR15-2b*01,IGHJ4*02_F,57,221,0,2,7,1,0,8,0,1
IGHV3-NL1*01,IGHD6-6*01,IGHJ4*02_F,45,208,0,3,6,2,1,3,7,1
IGHV3-h*02,IGHD3-10*01,IGHJ6*03_F,75,236,1,3,7,4,0,15,1,1
IGHV3-23*04,IGHD3-16*02,IGHJ5*02_F,57,221,2,16,8,0,0,1,14,1
IGHV3-23*04,IGHD2-2*03,IGHJ4*02_F,57,221,6,5,0,5,0,13,1,1
IGHV3-23*04,IGHD4/OR15-4b*01,IGHJ6*04_F,57,221,1,10,0,0,0,2,4,1
IGHV3-NL1*01,IGHD2-21*02,IGHJ6*02_F,57,221,2,13,0,11,0,11,1,1
IGHV3-23*02,IGHD2-8*02,IGHJ3*01_F,36,200,3,24,0,7,0,3,6,1
IGHV1/OR15-4*01,IGHD5-5*01,IGHJ4*02_F,51,215,0,0,3,5,0,13,0,1
IGHV3-23*04,IGHD5-24*01,IGHJ4*02_F,57,221,2,6,0,0,0,4,13,1
IGHV3-74*03,IGHD5-12*01,IGHJ5*02_F,45,209,1,0,7,6,0,0,5,1
IGHV3-23*04,IGHD4-17*01,IGHJ6*02_F,57,221,0,6,0,4,0,5,3,1
IGHV1-69*13,IGHD3-10*01,IGHJ6*03_F,57,221,1,10,9,4,0,2,5,3
IGHV3-64*04,IGHD5-5*01,IGHJ3*01_F,57,221,1,6,4,0,0,11,7,1
IGHV3-30*15,IGHD3-3*02,IGHJ5*02_F,57,221,0,6,3,1,0,2,3,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ6*03_F,57,221,2,1,4,16,0,3,3,1
IGHV3-64*04,IGHD3-10*01,IGHJ6*02_F,75,239,3,1,0,13,0,4,14,1
IGHV3-53*01,IGHD2-21*02,IGHJ6*02_F,57,218,1,9,2,15,0,10,3,1
IGHV3-64*04,IGHD5-24*01,IGHJ6*02_F,57,221,1,0,8,6,0,3,6,1
IGHV3-h*02,IGHD3-16*02,IGHJ4*02_F,45,206,1,13,12,5,0,7,4,1
IGHV3-64*04,IGHD2-2*02,IGHJ4*02_F,57,221,2,0,6,2,0,4,4,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ5*02_F,57,221,0,0,0,2,0,4,4,1
IGHV3-35*01,IGHD3-10*01,IGHJ6*03_F,75,239,2,3,7,4,0,16,1,1
IGHV3-33*06,IGHD6-6*01,IGHJ4*02_F,45,209,2,1,7,0,0,6,3,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,57,221,0,9,3,7,0,2,0,1
IGHV3-64*04,IGHD3/OR15-3b*01,IGHJ6*03_F,45,209,1,12,6,13,0,1,2,1
IGHV3-53*01,IGHD3-3*02,IGHJ4*02_F,57,218,0,4,1,4,0,4,3,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,5,0,1,4,0,5,3,1
IGHV1-69*13,IGHD3-22*01,IGHJ6*02_F,69,233,0,6,3,4,0,3,5,1
IGHV3-64*04,IGHD2-8*01,IGHJ6*03_F,57,221,0,4,6,13,0,3,3,1
IGHV3-NL1*01,IGHD5-12*01,IGHJ5*02_F,57,221,5,0,5,2,0,15,0,4
IGHV3-9*91,IGHD7-27*01,IGHJ6*02_F,45,209,1,1,9,0,0,0,0,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ5*02_F,57,221,1,6,5,4,0,4,7,2
IGHV4-30-4*06,IGHD1-26*01,IGHJ3*02_F,39,134,1,5,6,1,0,2,0,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ4*02_F,57,221,0,0,6,2,0,3,3,1
IGHV3-33*05,IGHD3-10*01,IGHJ6*02_F,57,221,0,5,10,7,0,4,1,1
IGHV3-9*02,IGHD3-16*02,IGHJ4*02_F,45,209,5,9,7,4,0,3,0,2
IGHV3-23*04,IGHD3-22*01,IGHJ1*01_F,57,221,2,6,3,0,0,2,3,1
IGHV3-NL1*01,IGHD4-17*01,IGHJ4*02_F,57,221,0,0,2,0,0,15,0,1
IGHV3-64*04,IGHD3-3*02,IGHJ6*03_F,57,221,0,2,18,1,0,3,1,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ4*02_F,57,221,0,0,4,1,0,5,9,1
IGHV4-61*03,IGHD3-10*01,IGHJ5*02_F,48,215,0,10,7,9,0,12,0,1
IGHV3-h*01,IGHD6-25*01,IGHJ4*02_F,45,205,0,5,0,2,1,0,6,1
IGHV3-23*04,IGHD3-10*02,IGHJ3*01_F,57,221,2,11,6,0,0,16,0,1
IGHV3-66*03,IGHD6-13*01,IGHJ2*01_F,45,206,1,10,3,1,0,6,0,9
IGHV5-51*02,IGHD4-23*01,IGHJ3*01_F,45,208,1,8,1,2,1,6,2,1
IGHV3-64*04,IGHD5/OR15-5b*01,IGHJ4*02_F,57,221,0,3,1,6,0,1,15,1
IGHV3-NL1*01,IGHD1-20*01,IGHJ3*02_F,57,221,0,4,0,1,0,9,6,2
IGHV3-23*04,IGHD3-10*01,IGHJ3*02_F,57,221,0,10,10,0,0,11,5,2
IGHV1-8*91,IGHD4/OR15-4b*01,IGHJ5*02_F,57,221,2,3,7,6,0,7,18,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,4,6,11,4,0,14,9,3
IGHV3-53*01,IGHD3-16*02,IGHJ6*02_F,69,230,0,18,7,5,0,15,4,1
IGHV3-64*02,IGHD2-8*01,IGHJ4*02_F,57,221,0,3,2,4,0,3,4,1
IGHV3-23*04,IGHD3-3*01,IGHJ3*01_F,57,221,1,7,2,0,0,5,1,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,1,2,6,4,0,3,8,1
IGHV3-23*04,IGHD3-3*01,IGHJ4*02_F,57,221,1,6,5,1,0,10,1,1
IGHV3-49*05,IGHD3-10*01,IGHJ4*02_F,57,227,0,3,5,0,0,6,0,3
IGHV3-9*02,IGHD3-3*01,IGHJ3*02_F,66,230,2,0,6,2,0,5,8,8
IGHV3-66*03,IGHD3-10*01,IGHJ4*02_F,57,218,1,0,4,2,0,0,5,1
IGHV3-NL1*01,IGHD6-25*01,IGHJ3*01_F,57,221,0,6,3,1,0,14,5,3
IGHV3-23*04,IGHD2-2*02,IGHJ4*02_F,57,221,0,2,0,8,0,7,1,1
IGHV3-23*04,IGHD3-9*01,IGHJ2*01_F,57,221,0,4,14,0,0,11,0,1
IGHV5-51*03,IGHD6-13*01,IGHJ4*02_F,45,209,1,3,2,0,0,4,0,1
IGHV3-h*01,IGHD5/OR15-5b*01,IGHJ4*02_F,36,197,0,0,9,6,0,0,0,1
IGHV3-64*04,IGHD3-9*01,IGHJ5*02_F,57,221,1,3,18,0,0,13,4,1
IGHV3-h*02,IGHD3-10*01,IGHJ2*01_F,75,236,0,1,0,0,0,9,3,1
IGHV1-69*13,IGHD1-20*01,IGHJ5*02_F,45,209,0,11,0,3,0,11,0,1
IGHV3-53*01,IGHD2-2*03,IGHJ4*02_F,57,218,1,0,11,0,0,9,1,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,57,221,0,3,8,6,0,12,3,1
IGHV3-NL1*01,IGHD1-1*01,IGHJ4*02_F,57,221,0,4,2,1,0,15,4,1
IGHV3-23*04,IGHD2-15*01,IGHJ4*02_F,57,221,0,0,9,6,0,3,10,1
IGHV1-69*13,IGHD3-22*01,IGHJ5*02_F,57,221,4,2,13,3,0,12,5,1
IGHV4-61*08,IGHD3-10*02,IGHJ5*02_F,45,211,0,7,9,3,1,1,2,1
IGHV3-64*04,IGHD3-22*01,IGHJ6*02_F,57,221,0,10,9,5,0,7,0,1
IGHV3-23*04,IGHD6-19*01,IGHJ6*03_F,57,221,1,1,1,7,0,2,1,1
IGHV3-33*06,IGHD3-22*01,IGHJ4*02_F,66,230,0,3,2,0,0,12,0,1
IGHV4-61*02,IGHD3-3*01,IGHJ6*02_F,51,217,1,1,8,20,1,7,0,1
IGHV3-9*02,IGHD3-16*02,IGHJ3*01_F,27,184,0,17,13,12,7,0,0,4
IGHV4-30-4*06,IGHD3-10*01,IGHJ4*02_F,48,143,1,8,4,6,0,8,0,1
IGHV3-23*04,IGHD3-10*02,IGHJ4*02_F,57,221,1,6,3,1,0,6,4,1
IGHV3-NL1*01,IGHD2-21*02,IGHJ4*02_F,57,221,0,0,5,0,0,6,0,2
IGHV3-66*04,IGHD2/OR15-2b*01,IGHJ4*02_F,57,218,0,16,0,4,0,18,0,2
IGHV1-69*10,IGHD2-8*02,IGHJ5*02_F,45,209,4,14,0,0,0,1,0,1
IGHV3-23*04,IGHD5-5*01,IGHJ6*02_F,57,221,1,2,6,2,0,1,4,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ3*02_F,57,221,0,8,6,4,0,4,10,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,2,8,0,0,2,6,1
IGHV3-64*04,IGHD6-13*01,IGHJ5*02_F,57,221,2,0,0,4,0,3,8,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,57,221,0,1,1,3,0,1,12,1
IGHV3-64*04,IGHD2-2*03,IGHJ5*02_F,57,221,1,7,6,0,0,5,4,1
IGHV3-23*04,IGHD3-10*01,IGHJ1*01_F,57,221,0,2,8,1,0,5,0,2
IGHV3-33*05,IGHD3-10*01,IGHJ4*02_F,57,221,2,6,3,0,0,5,4,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ6*02_F,57,221,1,9,3,2,0,4,4,1
IGHV3-73*02,IGHD5-24*01,IGHJ4*02_F,45,215,0,5,9,1,0,4,8,1
IGHV3-66*01,IGHD1-26*01,IGHJ6*02_F,57,218,1,0,6,2,0,3,0,1
IGHV1-18*01,IGHD4-17*01,IGHJ2*01_F,72,236,2,0,0,1,0,11,15,1
IGHV3-53*01,IGHD2-8*02,IGHJ4*02_F,57,218,0,16,2,0,0,12,4,2
IGHV3-53*01,IGHD3-10*01,IGHJ3*02_F,57,218,0,6,7,0,0,9,0,6
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,5,3,6,0,8,4,2
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,57,221,2,7,2,1,0,12,8,1
IGHV3-53*04,IGHD4-17*01,IGHJ3*02_F,57,218,0,1,0,0,0,4,8,1
IGHV3-9*91,IGHD2-2*03,IGHJ4*02_F,57,221,0,0,2,3,0,1,0,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,2,6,7,3,0,5,11,5
IGHV4-55*09,IGHD3-10*01,IGHJ3*01_F,69,233,1,4,10,0,0,11,12,1
IGHV3-h*01,IGHD3-10*02,IGHJ3*02_F,45,206,0,12,5,4,0,0,6,1
IGHV3-53*01,IGHD3-9*01,IGHJ2*01_F,57,218,1,7,6,0,0,6,1,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,57,221,0,4,7,0,0,4,5,1
IGHV3-49*05,IGHD2-21*02,IGHJ6*03_F,57,227,0,11,6,0,0,1,2,1
IGHV3-23*04,IGHD2-15*01,IGHJ3*02_F,57,221,0,12,2,0,0,2,8,1
IGHV3-NL1*01,IGHD4-23*01,IGHJ6*03_F,57,221,1,6,4,7,0,5,8,17
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,57,221,0,2,0,3,0,5,8,1
IGHV3-23*04,IGHD3-3*02,IGHJ4*02_F,57,221,7,0,3,8,0,13,3,1
IGHV3-NL1*01,IGHD2-2*02,IGHJ4*02_F,57,221,0,4,2,6,0,9,1,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,57,221,0,0,9,1,0,4,14,1
IGHV3-23*04,IGHD5-12*01,IGHJ6*02_F,57,221,2,6,6,3,0,4,4,1
IGHV3-33*06,IGHD2/OR15-2b*01,IGHJ6*03_F,57,221,5,3,9,5,0,5,0,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,57,221,0,9,11,0,0,3,0,2
IGHV1-69*13,IGHD4/OR15-4b*01,IGHJ4*02_F,45,209,0,2,10,0,0,0,10,3
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,1,6,8,0,0,6,7,1
IGHV3-h*02,IGHD3-9*01,IGHJ4*02_F,45,206,1,5,4,5,0,1,0,1
IGHV3-64*04,IGHD6-13*01,IGHJ4*02_F,57,221,1,2,4,0,0,12,3,1
IGHV3-53*04,IGHD2-2*03,IGHJ5*02_F,57,218,1,5,3,4,0,3,5,1
IGHV3-64*04,IGHD4-23*01,IGHJ4*02_F,57,221,0,0,1,6,0,9,8,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*03_F,72,236,3,5,7,7,0,16,4,1
IGHV3-49*05,IGHD3-22*01,IGHJ6*03_F,75,245,0,0,5,11,0,9,8,3
IGHV3-15*07,IGHD5-5*01,IGHJ4*02_F,45,215,2,6,4,4,0,3,10,1
IGHV3-64*04,IGHD3-16*02,IGHJ6*02_F,57,221,0,15,11,4,0,0,7,1
IGHV3-33*02,IGHD2-15*01,IGHJ6*02_F,57,221,1,8,6,5,0,3,0,4
IGHV3-h*02,IGHD4-23*01,IGHJ6*02_F,45,206,3,1,4,12,1,4,0,3
IGHV3-9*02,IGHD5-5*01,IGHJ6*03_F,66,230,0,0,0,16,0,2,15,2
IGHV3-53*02,IGHD5/OR15-5b*01,IGHJ4*02_F,57,218,0,1,2,6,0,8,9,1
IGHV3-NL1*01,IGHD3-3*01,IGHJ4*02_F,57,221,2,1,10,1,0,12,0,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ3*02_F,57,221,0,5,7,1,0,5,4,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,57,221,0,1,9,5,0,13,0,1
IGHV3-66*03,IGHD2/OR15-2b*01,IGHJ6*03_F,57,218,2,1,18,6,0,2,8,5
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,2,1,8,6,0,3,12,1
IGHV3-23*04,IGHD2-2*03,IGHJ4*02_F,72,236,0,5,3,2,0,1,22,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ4*02_F,57,221,0,0,0,0,0,8,1,3
IGHV3-66*01,IGHD4/OR15-4b*01,IGHJ3*02_F,57,218,0,1,3,0,0,6,6,1
IGHV3-64*04,IGHD3-9*01,IGHJ4*02_F,57,221,1,8,3,7,0,6,11,1
IGHV3-64*04,IGHD5-12*01,IGHJ6*03_F,57,221,0,5,5,4,0,2,3,1
IGHV3-53*01,IGHD5-12*01,IGHJ6*02_F,57,218,0,7,2,2,0,0,2,1
IGHV3-64*04,IGHD5-5*01,IGHJ4*02_F,45,209,0,1,2,11,0,6,5,1
IGHV3-NL1*01,IGHD1-7*01,IGHJ4*02_F,57,221,0,6,1,0,0,18,1,2
IGHV1-3*01,IGHD3-9*01,IGHJ3*02_F,45,209,1,2,20,1,0,1,7,1
IGHV3-64*04,IGHD3-10*01,IGHJ6*03_F,57,221,0,9,12,7,0,7,4,1
IGHV3-h*02,IGHD2-15*01,IGHJ4*02_F,45,206,1,7,6,7,0,2,5,3
IGHV3-33*06,IGHD6-13*01,IGHJ4*02_F,57,221,1,1,0,6,0,11,5,1
IGHV3-23*04,IGHD6-19*01,IGHJ4*02_F,57,221,0,0,6,0,0,1,13,1
IGHV3-64*04,IGHD2-15*01,IGHJ4*02_F,57,221,1,2,7,1,0,9,0,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,5,10,1,6,0,12,8,2
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,1,6,3,6,0,1,13,1
IGHV3-64*04,IGHD2-2*03,IGHJ4*02_F,57,221,1,1,1,5,0,5,1,2
IGHV4-30-4*06,IGHD3-10*01,IGHJ4*02_F,39,134,2,10,9,7,0,8,0,1
IGHV3-64*04,IGHD3-9*01,IGHJ4*02_F,45,209,0,6,6,4,0,0,2,3
IGHV3-NL1*01,IGHD2-15*01,IGHJ6*02_F,57,221,0,15,0,3,0,0,1,3
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,57,221,1,2,1,0,0,10,2,2
IGHV3-NL1*01,IGHD1-26*01,IGHJ6*02_F,57,221,2,1,3,10,0,10,0,1
IGHV4-34*13,IGHD3-3*01,IGHJ6*03_F,72,161,0,1,6,7,0,12,0,1
IGHV3-23*04,IGHD2-21*01,IGHJ4*02_F,57,221,1,10,1,4,0,17,0,1
IGHV3-23*04,IGHD2-2*03,IGHJ5*02_F,57,221,1,14,8,0,0,13,5,1
IGHV3-74*03,IGHD1-26*01,IGHJ6*02_F,36,200,3,1,7,16,0,0,0,48
IGHV3-23*04,IGHD3-22*01,IGHJ2*01_F,57,221,1,8,5,0,0,5,2,3
IGHV3-53*91,IGHD3-10*01,IGHJ4*02_F,60,221,1,2,4,0,0,4,6,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,5,8,3,0,14,0,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,1,12,7,4,0,18,4,7
IGHV1/OR15-2*03,IGHD3-10*01,IGHJ3*02_F,57,221,5,1,6,4,0,6,6,1
IGHV4-30-4*06,IGHD1-1*01,IGHJ4*02_F,39,134,5,2,1,7,0,3,6,1
IGHV4-61*02,IGHD1-26*01,IGHJ4*02_F,48,215,0,1,5,0,0,6,0,1
IGHV1/OR15-3*01,IGHD5-24*01,IGHJ4*02_F,60,224,0,1,2,5,0,14,8,1
IGHV3-NL1*01,IGHD1-20*01,IGHJ1*01_F,45,209,2,3,0,8,0,7,2,1
IGHV3-23*04,IGHD4-17*01,IGHJ6*02_F,57,221,1,6,0,3,0,3,5,2
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,1,10,6,0,12,3,1
IGHV3-23*04,IGHD3-3*01,IGHJ4*02_F,57,221,1,0,8,0,0,4,3,1
IGHV3-NL1*01,IGHD2-2*02,IGHJ4*02_F,57,221,1,0,5,0,0,4,0,1
IGHV3-64*04,IGHD2-21*01,IGHJ4*02_F,57,221,1,3,1,3,0,4,5,1
IGHV3-53*04,IGHD2/OR15-2b*01,IGHJ6*02_F,57,218,3,4,6,8,0,4,0,1
IGHV5-51*03,IGHD5-5*01,IGHJ4*02_F,45,208,4,1,3,2,1,9,0,1
IGHV3-33*06,IGHD3-10*02,IGHJ6*02_F,57,221,2,9,11,8,0,7,7,1
IGHV3-11*01,IGHD2-8*02,IGHJ4*02_F,45,209,0,1,10,4,0,1,0,8
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,5,5,0,0,6,2,2
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,1,0,7,3,0,2,7,2
IGHV3-23*04,IGHD1/OR15-1b*01,IGHJ4*02_F,57,221,0,0,6,0,0,1,17,1
IGHV3-53*01,IGHD5/OR15-5b*01,IGHJ4*02_F,57,218,0,6,6,4,0,14,8,1
IGHV3-23*04,IGHD2-8*01,IGHJ4*02_F,45,209,1,10,11,6,0,5,9,1
IGHV3-64*04,IGHD3-10*01,IGHJ5*02_F,57,221,0,0,7,9,0,9,2,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,57,221,0,1,5,0,0,4,0,10
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,0,9,3,0,3,7,1
IGHV3-NL1*01,IGHD1-26*01,IGHJ4*02_F,57,221,0,0,2,0,0,3,8,2
IGHV3-NL1*01,IGHD2-15*01,IGHJ4*02_F,57,221,1,2,6,5,0,6,6,1
IGHV3-23*04,IGHD5/OR15-5b*01,IGHJ4*02_F,45,209,3,7,9,1,0,11,3,1
IGHV3-NL1*01,IGHD1-20*01,IGHJ6*03_F,57,221,2,2,0,13,0,2,12,1
IGHV4-34*13,IGHD5-12*01,IGHJ3*02_F,45,134,1,2,4,4,0,1,2,1
IGHV3-23*04,IGHD2-2*03,IGHJ5*02_F,57,221,2,6,0,4,0,7,0,1
IGHV3-23*04,IGHD4-23*01,IGHJ4*02_F,45,209,0,1,10,1,0,10,0,1
IGHV4-61*06,IGHD3-16*02,IGHJ4*02_F,48,143,0,21,3,1,0,2,6,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,2,14,1,0,5,10,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,6,6,2,0,3,9,1
